date,open,high,low,close,volume_btc,sma20,sma50,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_pctb,bb_width,obv
2011-01-03,0.295,0.295,0.295,0.295,,0.266287,0.254408,,0.28287,0.266506,63.065665,0.016364,0.012349,0.004015,0.266287,0.313867,0.218707,0.801732,0.357362,0.0
2011-01-04,0.29895,0.29895,0.29895,0.29895,,0.269234,0.255018,,0.285344,0.26891,64.321502,0.016434,0.013166,0.003268,0.269234,0.317238,0.221231,0.809516,0.356591,0.0
2011-01-05,0.298916,0.298916,0.298916,0.298916,,0.271682,0.256496,,0.287432,0.271132,64.301415,0.0163,0.013793,0.002507,0.271682,0.320491,0.222874,0.77899,0.359304,0.0
2011-01-06,0.298,0.298,0.298,0.298,,0.274449,0.257617,,0.289058,0.273122,63.718714,0.015935,0.014221,0.001714,0.274449,0.322633,0.226266,0.744384,0.351127,0.0
2011-01-07,0.32,0.32,0.32,0.32,,0.278399,0.258636,,0.293818,0.276595,70.606052,0.017223,0.014822,0.002402,0.278399,0.327901,0.228898,0.920192,0.355617,0.0
2011-01-08,0.3229,0.3229,0.3229,0.3229,,0.282539,0.259528,,0.298292,0.280025,71.377378,0.018267,0.015511,0.002757,0.282539,0.332385,0.232694,0.904858,0.352838,0.0
2011-01-09,0.323,0.323,0.323,0.323,,0.285339,0.260328,,0.302093,0.283208,71.405243,0.018885,0.016186,0.0027,0.285339,0.337611,0.233068,0.860239,0.366381,0.0
2011-01-10,0.32659,0.32659,0.32659,0.32659,,0.289597,0.261325,,0.305862,0.286422,72.442446,0.01944,0.016837,0.002604,0.289597,0.34073,0.238464,0.861729,0.353134,0.0
2011-01-11,0.32659,0.32659,0.32659,0.32659,,0.293427,0.262157,,0.309051,0.289397,72.442446,0.019654,0.0174,0.002254,0.293427,0.343587,0.243266,0.830573,0.341893,0.0
2011-01-12,0.3188,0.3188,0.3188,0.3188,,0.296868,0.262874,,0.310551,0.291575,66.382556,0.018976,0.017715,0.001261,0.296868,0.343982,0.249754,0.732748,0.317408,0.0
2011-01-13,0.3176,0.3176,0.3176,0.3176,,0.300348,0.263568,,0.311635,0.293503,65.474291,0.018132,0.017799,0.000334,0.300348,0.342534,0.258162,0.704474,0.280913,0.0
2011-01-14,0.39999,0.39999,0.39999,0.39999,,0.307853,0.265967,,0.325228,0.301391,82.839971,0.023838,0.019006,0.004831,0.307853,0.362908,0.252797,1.336773,0.357672,0.0
2011-01-15,0.386,0.386,0.386,0.386,,0.313905,0.267999,,0.334578,0.307658,75.862407,0.02692,0.020589,0.006331,0.313905,0.375044,0.252765,1.089597,0.389543,0.0
2011-01-16,0.38679,0.38679,0.38679,0.38679,,0.320005,0.270075,,0.34261,0.31352,75.985414,0.029091,0.022289,0.006801,0.320005,0.384574,0.255436,1.017164,0.403548,0.0
